Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
392287808926531584,Skywalk!!! @immadessahster  #skywalk #cebu #extreme #idol #cool #heights http://t.co/FxHiVoGPqL,Not labeled,Not labeled,Not related
392309376058261505,"Massive deadly  earthquake in Bohol, Philippines on October 15 2013 – Part 2 http://t.co/wMXWxzm7VL",Media,Affected individuals,Related and informative
392322235798523904,"RT @gmanews: Germany, Malaysia send aid for Visayas quake victims: Germany and Malaysia on... http://t.co/spROTIM60n #news #philippines",Media,Donations and volunteering,Related and informative
392374056399679488,@nourrsalemm dont kill my vibe its my fav tweet. And ya my friend was in a 7.2 magnitude earthquake in Philippines,Outsiders,Other Useful Information,Related - but not informative
392376757556224000,"@Only1Marcello Excuse me, hotshot! Would you like to donate to the victims of earthquake in the Philippines? http://t.co/McYRWs1BXP .Thanks!",Outsiders,Donations and volunteering,Related - but not informative
392396403651407872,Your Complete Guide to Getting To #Cebu - Cush #TravelBlog http://t.co/sVOvbkFgy1,Not labeled,Not labeled,Not related
392417454884151298,Help the victims of the deadly earthquake that struck #Cebu and #Bohol by donating to @Give2Asia. Make your gift today. #Philippines,NGOs,Donations and volunteering,Related and informative
392437981790760961,Nichkhun and Sandara Send Their Prayers to the Victims of the Earthquake in the Philippines Read more: http://t.co/vLjZUxcVVg,Outsiders,Sympathy and support,Related - but not informative
392459146269696002,@Pontifex thank you so much for the prayers for the victims of earthquake in philippines. We love you pope :),Outsiders,Sympathy and support,Related - but not informative
392474602279936000,"RT @TechZader: #Earthquake of M 4.5, 18km WSW of Tayaman, Philippines http://t.co/I55LDwlWnP",Outsiders,Other Useful Information,Related and informative
392537739133845504,RT @carlosceldran: #BOHOL Shout out! Any one in the Cubao area that can go to Araneta Coliseum and help pack and label tarpaulins... http:/…,Outsiders,Donations and volunteering,Related and informative
392563760592072705,Really love this place #bohol #keepsafeboholanos #earthquakePH http://t.co/OoPbe4qpOV,Outsiders,Sympathy and support,Related - but not informative
392609595941584896,RT @tweetnirizal: Think of the hungry children of Bohol begging for food when you post your dinner on Instagram. #Bohol,Outsiders,Affected individuals,Related - but not informative
392643880182509568,RT @UPRCY: #EarthquakePH #ReliefPH #AbagSugBohol Soliman says quake-affected Bohol residents who have not been given relief... http://t.co/…,NGOs,Donations and volunteering,Related and informative
392677430424764416,RT @Cathereni: Dramatic aftermath of earthquake in the Philippines -Via @big_picture http://t.co/Fb0y24QPI4  #photojournalism #bohol http:/…,Outsiders,Other Useful Information,Related and informative
392728424751456256,RT @philredcross: Aftershock experience at 2:42am #Cebu #LapuLapu,NGOs,Other Useful Information,Related and informative
392732543579328512,THE GALLO FAMILY (preview) #familyphoto #family #evansyonson #camiguin #guimaras #cebu #familypicture http://t.co/ArWYmSyqfY,Not labeled,Not labeled,Not related
392736683344420864,"RT @NewEarthquake: 5.2 earthquake, 6km E of Canmaya Diot, Philippines. Oct 23 02:42 at epicenter (15m ago, depth 62km). http://t.co/PJUUk55…",Media,Other Useful Information,Related and informative
392748888773230592,#inquirer Quake death toll hits 195:   The death toll in the Oct. 15 earthquake ... http://t.co/I8a9MCG0Og #pinoy #philippines,Media,Affected individuals,Related and informative
392782338364805120,"RT @wikisismos: AHORA - #Sismo de M 5.0, 56km ESE of Sarangani, Philippines http://t.co/syG9XZyiwo #jishin #quake",Eyewitness,Other Useful Information,Related and informative
392816043782971393,"RT @avrances: Philippines quake victims need shelter, water,sanitation – aid agencies http://t.co/mQ4ka33PJf via @TR_Foundation cc: @Neceph…",Outsiders,Donations and volunteering,Related and informative
392907689316982785,RT @YengPLUGGEDin: #prayforVisayas http://t.co/8QaOuFwe3x,Outsiders,Sympathy and support,Related - but not informative
392982691874107392,Philippines Still Licking Her Wounds After Earthquake | Watch: http://t.co/gz1uqBfTQr,Media,Other Useful Information,Related and informative
392990073849122816,#BangonBohol #BangonPilipinas #PrayForBohol bangonphilippines http://t.co/Cipga2qRxT,Outsiders,Sympathy and support,Related - but not informative
392994704339369984,Going to #Cebu this Saturday to collect relief goods for #Bohol!So excited to see everyone &amp; to help put others in the process! #BangonBohol,NGOs,Donations and volunteering,Related - but not informative
393013956186349569,"As of 23 Oct '13, 09:45 PM: Uwasco, Calanggaman, #Bohol station has recorded 18.44mm of intense rain in the last hour. #UlanPh",Not labeled,Not labeled,Not related
393022638420799489,"[ClimateX] As of 23 Oct '13, 08:45 PM: Uwasco, Calanggaman, #Bohol station has recorded 3.54mm of moderate rai... http://t.co/GmSs4oDfqD",Not applicable,Infrastructure and utilities,Related and informative
393234543035314176,#CITIYOGIS #CITIGYM #CITIGYMYOGA #asanaart #sacredgeometry  #cebuyogis #cebu #Philippines #igerscebu… http://t.co/ToHaaKRpsX,Outsiders,Not applicable,Related - but not informative
393319087629430784,RT @galdueza: Catch @officialccrp on Nov 5 at Resorts World Manila... #onevoice concert #bohol,Outsiders,Not applicable,Related - but not informative
393324884153368576,It will cost about $5 for two of us to go to the BBQ by the Bay in #Cebu,Not labeled,Not labeled,Not related
393332756840599553,"4.7 earthquake! Thu Oct 24 01:36:31 CDT 2013 near 4km SSW of La Paz, Philippines http://t.co/FbjpJoYT7v",Media,Other Useful Information,Related and informative
393339480318685184,#TBT Philippines 1998! Jada in stroller! She learned to walk there!!!! Yay🏃#phillipines #bohol… http://t.co/AIotXIKwol,Not applicable,Not applicable,Related - but not informative
393346233173291008,The #reliefPH and rehab efforts in areas affected by the #earthquakePH continue. Updates here: http://t.co/xhTEyYNuRM,Outsiders,Donations and volunteering,Related and informative
393382144795750400,"RT @dost_pagasa: THUNDERSTORM ADVISORY No.11 #VPRSD  10:01PM (24OCT'13)  Expect thunderstorm over #Cebu  (Tuburan, Asturias,... http://t.co…",Not labeled,Not labeled,Not related
393397940519444480,Funds were low for #Western living so I moved to #Cebu #Philippines http://t.co/qvqPKsB9yM,Not labeled,Not labeled,Not related
393567692390555648,@TV5manila #BangonSugbohol #earthquakePH The #Cebu provincial government will give financial assistance ... http://t.co/rO8l1ldutN,Media,Donations and volunteering,Related and informative
393568883585470464,Get the latest #tech insights from @wilsonng on #WiredDesktop. #Cebu #business  http://t.co/LwNlfM2g14,Not labeled,Not labeled,Not related
393583312003817472,"RT @pcdspo: Yesterday, the President was in Bohol overseeing #reliefPH and rehab for #earthquakePH-affected areas. Photos: http://t.co/jX8E…",Media,Donations and volunteering,Related and informative
393604572926590976,"RT @bayeraUS: At least 82 dead, churches destroyed as 7.2 earthquake hits Philippines http://t.co/lYx8A7Ga27  via @NBCNewsWorld",Media,Affected individuals,Related and informative
230634706436227073,Philippine floods worsen as death toll hits 14 in wake of ‘Gener’ http://t.co/gnhkYRS6 #Philippines #national,Media,Affected individuals,Not related
230692092911964161,RT @gmanews: Philippine floods worsen as death toll hits 14 in wake of ‘Gener’ http://t.co/I4Fjtg95,Media,Affected individuals,Not related
230882841498628096,Philippine flood fatalities hit 23 http://t.co/1aukg7RA,Media,Other Useful Information,Not related
232034974851805187,"4 Luzon dams release water; flood warning up: MANILA, Philippines - Four dams in Luzon opened their gates Sunday... http://t.co/kmWDCBFw",Media,Caution and advice,Not related
232098107490439169,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Media,Caution and advice,Not related
232098111722504192,@ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Media,Caution and advice,Not related
232098296242524162,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Media,Caution and advice,Not related
232099369975955456,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Media,Caution and advice,Not related
232105611121262592,RT @ANCALERTS: PAGASA 8:50pm advisory: Yellow warning for Metro Manila. Occasional heavy rains in next 3 hrs. Floods possible.,Media,Caution and advice,Not related
232118126941200384,RT @ANCALERTS: PAGASA 10pm advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods in low-lying a ...,Media,Caution and advice,Not related
232165199614992384,RT @ANCALERTS: UP Manila admin &amp; officials will monitor rain&amp;flood situation til 4am. Announcements will be made at the latest 5 ...,Media,Caution and advice,Not related
232214105191243778,RT @ANCALERTS: PAGASA 4am advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods in low-lying ar ...,Government,Caution and advice,Not related
232244832637169668,RT @PHLNewsOnline: [ANC]  PAGASA 4am advisory: Green warning for Metro Manila. Moderate-heavy rains in next 3 hrs. Threat of floods... h ...,Media,Caution and advice,Not related
232406757945786368,RT @ANCALERTS: PAGASA 5pm advisory: Green warning for Metro Manila. Heavy-intense rains in next 3 hrs. Threat of floods in low-lying are ...,Media,Caution and advice,Not related
232422541103357952,RT @ANCALERTS: PAGASA 5pm advisory: Green warning for Metro Manila. Heavy-intense rains in next 3 hrs. Threat of floods in low-lying are ...,Media,Caution and advice,Not related
232464438018596864,"“@ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.”",Media,Caution and advice,Not related
232465335587074048,"RT @ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Media,Caution and advice,Not related
232467948634255360,"RT @ANCALERTS: PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Media,Caution and advice,Not related
232474613387513857,"‎​PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers.",Government,Caution and advice,Not related
232500475491131395,"If floods end up banging up my Manila badly, considering running charity shirt drive. @rutrivera @aurockslikewhoa game?",NGOs,Donations and volunteering,Not related
232501100446613504,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Media,Caution and advice,Not related
232501180109058048,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Media,Caution and advice,Not related
232502207713533952,"RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near ...",Media,Caution and advice,Not related
232502601978101760,RT @ANCALERTS: PAGASA 11:30pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods ... http://t.co/j9ubEbKE,Media,Caution and advice,Not related
232502610396073986,"PAGASA 9pm advisory: RED warning for Metro Manila. Heavy-intense rains in next 3 hrs. Floods in low-lying areas, near rivers. #TVDPHFamily",Government,Caution and advice,Not related
232509631631618048,"RT @KakanTuring: http://t.co/EvvpuBse The Great Manila Flood of '72, as recalled by a US Peace Corps volunteer",Eyewitness,Donations and volunteering,Not related
232600203444760577,"it's already Aug 7, around 6 am Manila time.. Rains flood our country.. it's @DavidArchie's day also, BEGIN is out now!",Eyewitness,Caution and advice,Not related
232619669197053953,"RT @ABSCBNNews: FLOOD ALERT: San Marcelino Taft Ayala, Manila, as of 6:37am not passable to all types of vehicles | via @MMDA",Media,Caution and advice,Not related
232628821180952576,"RT @Karen_DaviLa: @MMDA Chair was right, we can't control weather, so we need to make Metro Manila flood resilient. Must spend on anti ...",Government,Sympathy and support,Not related
232629404185010178,"RT @jascurtissmith: Don't gising me uuuuuuuuuuuup!!! #PinoyConyoLyrics parin. hope everyone in Manila is safe, heard the flood is gettin ...",Outsiders,Sympathy and support,Not related
232631115448479744,Surviving in the manila flood #morefuninthephilippines http://t.co/P0DjcF5j,Eyewitness,Not applicable,Not related
232690720740343808,"Praying for Philippine, may God see you through and help those affected by the floods. Amen",Outsiders,Sympathy and support,Not related
232691454718398464,"RT @philippinebeat: Folks, there's a hashtag #rescuePH that has been established for rescue efforts. Let's use this for better coordination.",Media,Donations and volunteering,Not related
232691492462936066,Hope mobile networks provide FREE CALLS today! MANY ARE IN NEED! Wag nyo na pagkakitaan ang bagyo! #rescueph #bayanihan #RescuePhilippines,Outsiders,Donations and volunteering,Not related
232699017044312065,RT @ANCALERTS: Keep tweeting us so we can share updates with our followers. We're updating this list too. #rescuePH http://t.co/YHPd2G0u,Outsiders,Affected individuals,Not related
232700514419216384,"RT @YahooPH: use #rescuePH hashtag to allow all media outlets to monitor tweets related to the floods, rescue operations. Thanks!",Media,Other Useful Information,Not related
232702632534351872,RT @themallph: Hey guys! Use the hashtag #RescuePH for rescue operations and flood monitoring!,Business,Caution and advice,Not related
232703387513282560,Philippine capital hit by floods http://t.co/Zlk3k8b2,Media,Affected individuals,Not related
232703890846523393,"RT @YahooPH: use #rescuePH hashtag to allow all media outlets to monitor tweets related to the floods, rescue operations. Thanks!",Media,Caution and advice,Not related
232705409159426049,Whats the latest on #Manila floods situation? @mmda,Outsiders,Other Useful Information,Not related
232706533258035200,RT @ohteenquotes: I'd rather have classes than seeing people of my country suffering and dying. #PrayForThePhilippines #rescuePH,Outsiders,Sympathy and support,Not related
232706738770563072,#rescuePH rescue UST Hospital! oh pls. can't imagine those patients suffering from....ugh. :(,Eyewitness,Affected individuals,Not related
232707082707673088,RT @BBCWorld: Philippine capital hit by floods http://t.co/T8pA0uut,Media,Not applicable,Not related
232707095282200576,RT @ohteenquotes: I'd rather have classes than seeing people of my country suffering and dying. #PrayForThePhilippines #rescuePH,Outsiders,Sympathy and support,Not related
232707862860816385,RT @misterjpmanahan: #RescuePH &gt; RT @carladrianc: 74 yrs old lady trapped at 17 kapiligan st araneta subd qc. All grilled windows loc ...,Eyewitness,Affected individuals,Not related
232708580057415681,"Philippine capital hit by floods: Flooding caused by torrential rain paralyses parts of Manila, forcing tens of ... http://t.co/lPB2COtW",Media,Caution and advice,Not related
232710165521108992,RT @ohteenquotes: I'd rather have classes than seeing people of my country suffering and dying. #PrayForThePhilippines #rescuePH,Outsiders,Sympathy and support,Not related
232710282940669952,RT @ABSCBNNews: RT @pcdspo: Google Spreadsheet for #RescuePH http://t.co/Anntk4Jn… | via @mlq3,Media,Other Useful Information,Not related
232712153612820480,#PrayForThePhilippines #RescuePH Stay Safe Guys. :),Outsiders,Sympathy and support,Not related
232712518521475072,#prayersforthephilippines #rescuePH #PrayForMarikina xxx,Not labeled,Not labeled,Not related
232713407713927168,Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http://t.co/QlkHj8uz,Media,Caution and advice,Not related
232713671946674176,Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http://t.co/aov0z6yj,Media,Caution and advice,Not related
232717140661268480,@annagurlicious Ingat kayo dyan if you need to be rescued tweet mo lang @rescueph or #RescuePh,Outsiders,Affected individuals,Not related
232718130487648257,"A family needs to be rescued at 36 Road 3, Dona Petra, Concepcion Uno, Marikina City. They're stuck at the 2nd floor. Thanks #rescuePH",Eyewitness,Donations and volunteering,Not related
232718143095721986,RT @koryniledan: @ANCALERTS @DZMMTeleRadyo @inquirerdotnet &amp; @rapplerdotcom using #RESCUEPH as the unified hashtag for tweets re cri ...,Media,Other Useful Information,Not related
232719346844176386,RT @ohteenquotes: I'd rather have classes than seeing people of my country suffering and dying. #PrayForThePhilippines #rescuePH,Outsiders,Sympathy and support,Not related
232720139559268352,Grabe! T_T RT @PioHerras URGENT - HELP IS NEEDED IN UST HOSPITAL. Flood has reached the building's 2nd level. #rescuePH,Eyewitness,Infrastructure and utilities,Not related
232721066525618176,"RT @inquirerdotnet: RT @Philbizwatcher: SM Malls: Parking areas to be used free for cars of tenants, customers. @InquirerBiz #rescuePH",Media,Other Useful Information,Not related
232721884398100480,RT @USTCSC1213: @TheMayorLIM HELP IS NEEDED IN UST HOSPITAL. @rescue5ph @mmda @ANCALERTS @gmanews #rescueph,NGOs,Infrastructure and utilities,Not related
232723125899497472,RT @dzrhnews: Gamitin ang #rescuePH hashtag upang ma-monitor ng media outlets ang mga tweets kaugnay sa pagbaha at rescue operations. Ma ...,Media,Other Useful Information,Not related
232724086390919168,RT @kmp091: Put anyone who needs rescue here. https://t.co/gdmntzXP #rescuePH,Eyewitness,Other Useful Information,Not related
232724287738482688,RT @redgister: UP campuses in Diliman and Manila should be opened as evacuation centers for families affected by floods. - UPM DSS Chair ...,NGOs,Donations and volunteering,Not related
232724610712473600,RT @doblezeta: Rescue and coordinating operations like today is where Twitter really stands out. #RescuePH http://t.co/a1hizUd6,Outsiders,Donations and volunteering,Not related
232725848011202563,RT @tonyocruz: Walked thru flood waters? Take one dose of Doxycycline (200mg) to guard against leptospirosis /via @thomasmmm #RescuePH,Outsiders,Caution and advice,Not related
232726884021055489,"RT @lightfusion: Please send rescue team to 14P Diamond St. Cypress Village, Masambong QC. Family trapped in 2nd flr. Thanks! #RescuePH",Eyewitness,Affected individuals,Not related
232727089537773569,RT @themallph: Hey guys! Use the hashtag #RescuePH for rescue operations and flood monitoring!,Outsiders,Donations and volunteering,Not related
232727118885302272,#rescuePH @mmda @ANCALERTS @ABSCBNNews @gmanews @Awesomesaucex3 INDIVIDUAL WITH A 3 MONTH OLD BABY IS IN NEED (cont) http://t.co/KQo90VOW,Eyewitness,Donations and volunteering,Not related
232727227924615169,@carlosceldran hi carlos! please use #rescuePH hashtag too! :),Not labeled,Not labeled,Not related
232727764824903680,RT @ken_rhoel SOS!UST Hospital flood now on the 2/F.No food for the patients &amp; staff. Please RT! #Rescue5 #rescuePH @MMDA,Eyewitness,Infrastructure and utilities,Not related
232728221974667265,RT @tonyocruz: Walked thru flood waters? Take one dose of Doxycycline (200mg) to guard against leptospirosis /via @thomasmmm #RescuePH,Outsiders,Caution and advice,Not related
232729551585816576,RT @miriamq: #RescuePH Rescue pls family trapped at Blk64 Lot2 Phase2 Dela Costa Homes V Burgos Montalban Rizal.Family of 4w/2 children. ...,Eyewitness,Affected individuals,Not related
232729648075767808,#rescueph Oooh so why do I really like you and so? Take me far beyond creative imagination!!! http://t.co/T5jZgJP9,Not labeled,Not labeled,Not related
232729878724759552,74 yrs old lady trapped at 17 kapiligan st araneta subd qc. All grilled windows locked water already at 2nd floor. #rescuePH help! RT,Eyewitness,Affected individuals,Not related
232730042302619650,"RT @doblezeta: Anyone from San Mateo, Rizal who can rescue this person? #rescuePH http://t.co/9CJAdgYe",Eyewitness,Affected individuals,Not related
232730436583952384,RT @cnnbreak: Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http:/ ...,Media,Caution and advice,Not related
232730478527000577,RT @lexiaguinaldo: Pls rescue folks at 142 Maria Clara St. Talayan Village- they're on the roof! #rescuePH,Eyewitness,Affected individuals,Not related
232730746958254080,PLSSSSSSS We Beg You RT @nastassjatulfo: #rescuePH PLEASE DO RESCUE STRAY DOGS AND CATS also..,Eyewitness,Affected individuals,Not related
232731782972338176,RT @cnnbreak: Flooding chaos in Philippine's capital: Flood waters were rising in parts of the Philippine capital on Tuesday a... http:/ ...,Media,Other Useful Information,Not related
232735268413771776,RT @chayhofilena: Netizens can now #rescuePH via Googledocs http://t.co/SUQDg6C8 via @rapplerdotcom. Let's avoid duplications.,Media,Caution and advice,Not related
232735285182595072,"@anjelatin hi jela, I heard that there's a flood in Manila. How is everything going there? I hope all of u guys are safe.",Outsiders,Sympathy and support,Not related
232736014995714049,"RT @HerNotions: @Solid_ABSCBN Pls rescue PWDs in Tahanang Walang Hagdan,#8 Aida street,Marick subd.Cainta, Rizal. #RescuePH please pass! ...",Media,Donations and volunteering,Not related
232736237306400768,RT @mlq3: RT @tonyocruz: Please don't leave your pets behind. Call 817-5292 for animal rescue. /via @torresjane #RescuePH,Outsiders,Caution and advice,Not related
232736254071033856,Rescue Database http://t.co/HPwS4qu6 #RescuePH,Government,Donations and volunteering,Not related
232737608852189184,RT: Out of control flooding in the Philipppines. #PrayForThePhilippines #rescuePH,Outsiders,Sympathy and support,Not related
232737654976966657,RT @rancyamor: @annecurtissmith please rt. Thanks. Needs rescue!  #rescuePH 6 Monte Carlo St. Ciudad Grande Valenzuela City (near Daland ...,Eyewitness,Infrastructure and utilities,Not related
232738053427458048,"RT @VictoriaCourtVC: The flood victims of Manila need soap, pampers, water and hot food please. We are opening our Malate Branch  http:/ ...",NGOs,Donations and volunteering,Not related
232738351223017472,Consolidated list of people who need rescuing. http://t.co/P4Ueb2KI #rescuePH,NGOs,Affected individuals,Not related
232739651474042880,#rescueph I can not believe right away is finished! Sad.. fromthejungle http://t.co/kQ2QWzH7,Outsiders,Sympathy and support,Not related
232741585039790080,RT @ANCALERTS: Kalesas in Manila still trying to make a living despite floods http://t.co/iHnet7Io | via @Nikobaua,Media,Other Useful Information,Not related
232741941568233472,"@tinbarredo you too, enjoy manila floods! wahaha! :))",Outsiders,Other Useful Information,Not related
232742134489415680,"RT @ELF_thoughts: Heard that floods in Manila are up to the neck, many people are in danger. Please stay safe, praying for you #PrayFort ...",Outsiders,Caution and advice,Not related
232743292146708480,RT @tonyocruz: Want to donate or to volunteer? Check out this list: http://t.co/EMMUXsbA /via @CP_Union #RescuePH,NGOs,Donations and volunteering,Not related
232743556366884865,"RT @TheKenNarvato: 18 Mais Street, Tumana, Marikina. - In 2nd Floor. There are kids &amp; PWD. | 9435579464 @MarikinaPIO SPREAD! #rescuePH",Eyewitness,Donations and volunteering,Not related
232743678014287873,RT @rancyamor: @annecurtissmith please rt. Thanks. Needs rescue!  #rescuePH 6 Monte Carlo St. Ciudad Grande Valenzuela City (near Daland ...,Eyewitness,Donations and volunteering,Not related
232743824806522880,RT @trishvelarmino: Animal Rescue Hotline: 817-5292. DO NOT LEAVE YOUR PETS BEHIND. #rescuePH,NGOs,Donations and volunteering,Not related
232743942242844672,"RT @doblezeta: Some good news, 300 persons rescued from Tatalon QC. #RescuePH",Outsiders,Affected individuals,Not related
232744906941165568,"RT @simply_suzzie: Mayamot, Antipolo Rizal needs rescue. Almost 2nd flr na yung tubig. Naka salbabida na yung mga tao! #rescuePH",Eyewitness,Affected individuals,Not related
232745036968767489,RT @akoposimarcelo: Flood in the UST Hospital is now on the 2nd floor. No food for the patients &amp; staff. Pls. help! #rescuePH @rescu ...,Eyewitness,Donations and volunteering,Not related
232745733231607808,#rescueph I cannot believe this guy ... http://t.co/nMtMBjO2,Not labeled,Not labeled,Not related
232746320409006080,Metro Manila flood updates: NLEX is now North Luzon Express River . PLS RT AND SPREAD. http://t.co/XVrliaME,Media,Caution and advice,Not related
232746374922375169,Flood can harm animals just as easily as it can harm people!Place horses to safer place &amp; not take advantage for money from this! #rescuePH,Outsiders,Other Useful Information,Not related
232746572079833088,"RT @Tamaraw_Nation: FEU, Science Building. Help is needed. There are 39 stranded students in there. #rescuePH Please send people there t ...",NGOs,Affected individuals,Not related
232746769186963456,"RT @MMDA: Some good news, 300 persons rescued from Tatalon QC. #RescuePH",Government,Affected individuals,Not related
232747289310031872,RT @rancyamor: @annecurtissmith please rt. Thanks. Needs rescue!  #rescuePH 6 Monte Carlo St. Ciudad Grande Valenzuela City (near Daland ...,Eyewitness,Donations and volunteering,Not related
232750271464345600,"RT @Tamaraw_Nation: FEU, Science Building. Help is needed. There are 39 stranded students in there. #rescuePH Please send people there t ...",Eyewitness,Affected individuals,Not related
232751710081257472,"RT @Tamaraw_Nation: FEU, Science Building. Help is needed. There are 39 stranded students in there. #rescuePH Please send people there t ...",Outsiders,Affected individuals,Not related
232752028852572160,"Please help @mysheenahalili's lolo, lola and relatives in san nicolas san fernando pampanga.. nasa bubong na daw sila. #rescuePH (ReTweeted)",Eyewitness,Donations and volunteering,Not related
232752523788816384,Please retweet! Teenager stranded in his house 8 st catherine street provident vill mrkna #rescuePH #PrayForThePhilippines,Eyewitness,Affected individuals,Not related
232752850948739072,RT @MACYrah21: Pls #RescuePH all the families na nasa taas na ng bubong dito sa san nicolas san fernando pampanga! Help them! Pls RT!,Eyewitness,Donations and volunteering,Not related
232753056482205696,"RT @HerNotions: @YahooPH Pls rescue PWDs in Tahanang Walang Hagdan,#8 Aida street,Marick subd.Cainta, Rizal. #RescuePH please pass! @ANC ...",Media,Affected individuals,Not related
232753094197383168,Philippine capital paralysed by floods - BBC News http://t.co/omX5cTjN,Media,Other Useful Information,Not related
232753207477166080,"RT @gmanews: Mahigit 20,000 residente sa San Mateo Rizal, apektado sa mga pagbaha, ayon sa PDRRMC #DZBB via @glenjuego #rescuePH",Media,Affected individuals,Not related
232754574803468288,RT @keyrjem22: Gusto kong tumulong.  #rescuePH,Outsiders,Sympathy and support,Not related
232755346551214080,"RT @iamLABLEH: #rescuePH Provident Village at Marikina nagmistulang dagat n nman, madami pang dpt irescue n families doon. NEED HELP! @g ...",Eyewitness,Donations and volunteering,Not related
232755824693501952,RT @scaredbrumak: Philippine capital hit by floods http://t.co/rhcjSsQr,Eyewitness,Caution and advice,Not related
232757363998871552,RT @tonyocruz: All donations brought to LBC will be sent to PH Red Cross evacuation centers /via @LBC_Foundation #ReliefPH,Business,Donations and volunteering,Not related
232757506621980673,"Good news indeed! Ingat po. RT @MMDA: Some good news, 300 persons rescued. from Tatalon QC. #RescuePH",Government,Affected individuals,Not related
232757947019694080,"RT @simply_suzzie: Mayamot, Antipolo Rizal needs rescue. Almost 2nd flr na yung tubig. Naka salbabida na yung mga tao! #rescuePH",Eyewitness,Other Useful Information,Not related
232758278357131264,"RT @rapplerdotcom: Photo from @JohnAllanegui: Pablo Ocampo, Malate. Taken across Rizal Memorial. http://t.co/6jSumGUV #FloodsPH",Media,Caution and advice,Not related
232758345503764480,#rescuePH Kaira is unquestionably a new prick. He published it on porntube. Such an butt.  http://t.co/5lTtOrtN,Not labeled,Not labeled,Not related
232758366458486784,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...",Business,Donations and volunteering,Not related
232758387409055744,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...",Business,Donations and volunteering,Not related
232758395827015680,"Lumindol pa, grabeh naman walang awa nature.. #PrayForThePhilippines #rescuePH",Not labeled,Not labeled,Not related
232759373083062272,"#rescuePH Residents of Tahanang Walang Hagdan, #8 Aida street, Marick Subd. Cainta, Rizal.",Eyewitness,Donations and volunteering,Not related
232759456969134083,"PLEASE RT! A CERTAIN RODRIGO SALVADOR IS NEED OF RESCUE. HE IS WITH 6 KIDS, 9 OTHERS. 184 KALIRAYA ST., CLUSTER 12, TATALON #rescuePH”",Not applicable,Affected individuals,Not related
232759645729603584,RT @neilhimself: Sending love and worry to the Philippines.  (WIll also send aid donation using #reliefPH info....),Outsiders,Sympathy and support,Not related
232759901582139393,#rescuePH Brgy. Tatalon Araneta Ave Corner Victory Quezon City,Eyewitness,Affected individuals,Not related
232760643982344192,"#rescueph Yes, hi http://t.co/CvU1Nk7H",Not labeled,Not labeled,Not related
232760975307190272,"RT @McDo_ph: McDonald's stores open in Metro Manila are now accepting donations in kind (rice, noodles, canned goods, etc.) for flood vi ...",Business,Donations and volunteering,Not related
232761289905156096,"RT @HansenNichols: For rescue needs, tweet the details of the person &amp; exact place with the hashtag #RescuePH. For relief efforts p ...",Outsiders,Donations and volunteering,Not related
232762292310269953,"RT @VMetroEast: “Those who need rescue, put a white blanket on roof of house or out your window so rescuers can see you.”  #rescuePH",Outsiders,Affected individuals,Not related
232763143774941185,#reliefph RT @AlabangTownCntr Let's help our countrymen most affected by the floods. Donation boxes (cont) http://t.co/gQspY38n,NGOs,Donations and volunteering,Not related
